_H:	$word	$phones
_D:	"diagonalizing"	"d_ah_i.'aa.g_uh.n_uh.l_ah_i_z.i_ng%bc"
_D:	"diagonally"	"d_ah_i.'aa_g.uh.n_uh.l_i%d"
_D:	"diagrammatically"	"d_ah_i.uh.g_r_uh.'m_aa_t.i.k_uh.l_i%d"
_D:	"dial"	"'d_ah_i.uh_l%ab"
_D:	"dialectologically"	"d_ah_i.uh.l_e_k.t_uh.'l_o_j.i.k_uh.l_i%d"
_D:	"dialing"	"'d_ah_i.uh.l_i_ng%a"
_D:	"diallage"	"'d_ah_i.uh.l_i_j%a"
_D:	"dialogically"	"d_ah_i.uh.'l_o_j.i.k_uh.l_i%d"
_D:	"dialogist"	"d_ah_i.'aa_l.uh.j_i_s_t%a"
_D:	"dialup"	"'d_ah_i_l.a_p%bc"
_D:	"dialysis"	"d_ah_i.'aa_l.uh.s_i_s%a"
_D:	"diamanta"	"d_i_uh.'m_aa_n.t_uh%ca"
_D:	"diameter"	"d_ah_i.'aa_m.i.t_uh_r%a"
_D:	"diametral"	"d_ah_i.'aa_m.i.t_r_uh_l%c"
_D:	"diametrally"	"d_ah_i.'aa_m.i.t_r_uh.l_i%d"
_D:	"diamond"	"'d_ah_i.m_uh_n_d%acb"
_D:	"diamonte"	"d_ah_i.uh.'m_o_n.t_i%j"
_D:	"diana"	"d_ah_i.'aa_n.uh%a"
_D:	"diandrous"	"d_ah_i.'aa_n.d_r_uh_s%c"
_D:	"diane"	"d_ah_i.'aa_n%a"
_D:	"dianna"	"d_ah_i.'aa_n.uh%ca"
_D:	"dianne"	"d_ah_i.'aa_n%a"
_D:	"diantha"	"d_ah_i.'aa_n.th_uh%ca"
_D:	"dianthus"	"d_ah_i.'aa_n.th_uh_s%a"
_D:	"diaper"	"'d_ah_i_uh.p_uh_r%ab"
_D:	"diaphanous"	"d_ah_i.'aa_f.uh.n_uh_s%c"
_D:	"diaphanously"	"d_ah_i.'aa_f.uh.n_uh_s.l_i%d"
_D:	"diaphanousness"	"d_ah_i.'aa_f.uh.n_uh_s.n_e_s%a"
_D:	"diaphragmatically"	"d_ah_i.uh.f_r_aa_g.'m_aa_t.i.k_uh.l_i%d"
_D:	"diaphysis"	"d_ah_i.'aa_f.i.s_i_s%a"
_D:	"diapiric"	"d_ah_i.uh.'p_i_r.i_k%c"
_D:	"diaplasis"	"d_ah_i.'aa_p.l_uh.s_i_s%a"
_D:	"diarchy"	"'d_ah_i.ar_r.k_i%a"
_D:	"diarist"	"'d_ah_i.uh.r_i_s_t%a"
_D:	"diary"	"'d_ah_i.uh.r_i%a"
_D:	"diaschisis"	"d_ah_i.'aa_s.k_i.s_i_s%a"
_D:	"diastasis"	"d_ah_i.'aa_s.t_uh.s_i_s%a"
_D:	"diaster"	"d_ah_i.'aa_s.t_uh_r%a"
_D:	"diastereoisomeric"	"d_ah_i.uh.s_t_i_uh_r.ee.uh_uu.ah_i.s_uh.'m_e.r_i_k%c"
_D:	"diastrophically"	"d_ah_i.uh.'s_t_r_o_f.i.k_uh.l_i%d"
_D:	"diathesis"	"d_ah_i.'aa_th.i.s_i_s%a"
_D:	"diatom"	"'d_ah_i.uh.t_o_m%a"
_D:	"diatonically"	"d_ah_i.uh.'t_o_n.i.k_uh.l_i%d"
_D:	"diazo"	"d_ah_i.'aa_z.uh_uu%c"
_D:	"dib"	"'d_i_b%b"
_D:	"dibasic"	"d_ah_i.'b_e_i.s_i_k%c"
_D:	"dibber"	"'d_i_b.uh_r%j"
_D:	"dibble"	"'d_i_b.uh_l%ab"
_D:	"dibbuk"	"'d_i_b.uh_k%a"
_D:	"dibrach"	"'d_ah_i.b_r_aa_k%a"
_D:	"dibranchiate"	"d_ah_i.'b_r_aa_ng.k_i.uh_t%ca"
_D:	"dibromide"	"d_ah_i.'b_r_uh_uu.m_ah_i_d%a"
_D:	"dibs"	"'d_i_b_z%j"
_D:	"dibucaine"	"d_ah_i.'b_y_uu.k_e_i_n%a"
_D:	"dicacodyl"	"d_ah_i.'k_aa_k.uh.d_i_l%a"
_D:	"dicarboxylic"	"d_ah_i.k_ar_r.b_o_k.'s_i.l_i_k%c"
_D:	"dicast"	"'d_ah_i.k_aa_s_t%a"
_D:	"dicastery"	"d_ah_i.'k_aa_s.t_uh.r_i%a"
_D:	"dice"	"'d_ah_i_s%ab"
_D:	"dicentra"	"d_ah_i.'s_e_n.t_r_uh%a"
_D:	"dicentric"	"d_ah_i.'s_e_n.t_r_i_k%c"
_D:	"dicephalous"	"d_ah_i.'s_e_f.uh.l_uh_s%c"
_D:	"dichasium"	"d_ah_i.'k_e_i.z_i.uh_m%a"
_D:	"dichloride"	"d_ah_i.'k_l_aw_r.ah_i_d%a"
_D:	"dichlorophenoxyacetic"	"d_ah_i.'k_l_aw_r.uh_uu.f_i.'n_o_k.s_i.uh.'s_ee.t_i_k%j"
_D:	"dichogamous"	"d_ah_i.'k_o_g.uh.m_uh_s%c"
_D:	"dichogamy"	"d_ah_i.'k_o_g.uh.m_i%a"
_D:	"dichondra"	"d_ah_i.'k_o_n.d_r_uh%a"
_D:	"dichotic"	"d_ah_i.'k_o_t.i_k%c"
_D:	"dichotically"	"d_ah_i.'k_o_t.i.k_uh.l_i%c"
_D:	"dichotomist"	"d_ah_i.'k_o_t.uh.m_i_s_t%a"
_D:	"dichotomous"	"d_ah_i.'k_o_t.uh.m_uh_s%c"
_D:	"dichotomously"	"d_ah_i.'k_o_t.uh.m_uh_s.l_i%d"
_D:	"dichotomy"	"d_ah_i.'k_o_t.uh.m_i%a"
_D:	"dichroic"	"d_ah_i.'k_r_uh_uu.i_k%c"
_D:	"dichroism"	"d_ah_i.'k_r_uh_uu.i_z.uh_m%a"
_D:	"dichromate"	"d_ah_i.'k_r_uh_uu.m_e_i_t%a"
_D:	"dichromatism"	"d_ah_i.'k_r_uh_uu.m_uh.t_i_z.uh_m%a"
_D:	"dichromic"	"d_ah_i.'k_r_uh_uu.m_i_k%c"
_D:	"dicier"	"'d_ah_i.s_ee.uh_r%j"
_D:	"diciest"	"'d_ah_i.s_ee.i_s_t%j"
_D:	"dicing"	"'d_ah_i.s_i_ng%a"
_D:	"dick"	"'d_i_k%a"
_D:	"dickcissel"	"d_i_k.'s_i_s.uh_l%a"
_D:	"dickens"	"'d_i_k.i_n_z%a"
_D:	"dickensian"	"d_i.'k_e_n_z.i.uh_n%c"
_D:	"dickenson"	"'d_i_k.i_n.s_uh_n%j"
_D:	"dicker"	"'d_i_k.uh_r%ba"
_D:	"dickerson"	"'d_i_k.uh_r.s_uh_n%a"
_D:	"dickey"	"'d_i_k.i%a"
_D:	"dickie"	"'d_i_k.i%a"
_D:	"dickinson"	"'d_i_k.i_n.s_uh_n%a"
_D:	"dickite"	"'d_i_k.ah_i_t%a"
_D:	"dickson"	"'d_i_k.s_uh_n%a"
_D:	"dicky"	"'d_i_k.i%a"
_D:	"diclinous"	"'d_ah_i.k_l_i.n_uh_s%c"
_D:	"dicot"	"'d_ah_i.k_o_t%a"
_D:	"dicotyl"	"d_ah_i.'k_o_t.uh_l%j"
_D:	"dicoumarin"	"d_ah_i.'k_uu.m_uh_r.i_n%a"
_D:	"dicrotic"	"d_ah_i.'k_r_o_t.i_k%c"
_D:	"dicta"	"'d_i_k.t_uh%j"
_D:	"dictaphone"	"'d_i_k.t_uh.f_uh_u_n%a"
_D:	"dictate"	"d_i_k.'t_e_i_t%ba"
_D:	"dictate/n"	"'d_i_k.t_e_i_t%j"
_D:	"dictate/v"	"d_i_k.'t_e_i_t%j"
_D:	"dictation"	"d_i_k.'t_e_i.sh_uh_n%a"
_D:	"dictator"	"d_i_k.'t_e_i.t_uh_r%a"
_D:	"dictatress"	"d_i_k.'t_e_i.t_r_e_s%j"
_D:	"diction"	"'d_i_k.sh_uh_n%a"
_D:	"dictionally"	"'d_i_k.sh_uh.n_uh.l_i%d"
_D:	"dictionary"	"'d_i_k.sh_uh.n_uh_r.i%a"
_D:	"dictum"	"'d_i_k.t_uh_m%a"
_D:	"dictyosome"	"'d_i_k.t_ee.uh.s_uh_uu_m%j"
_D:	"dictyostele"	"'d_i_k.t_i.uh_uu.s_t_ee_l%j"
_D:	"dicyclic"	"d_ah_i.'s_ah_i.k_l_i_k%c"
_D:	"did"	"'d_i_d%b"
_D:	"didactic"	"d_i.'d_aa_k.t_i_k%c"
_D:	"didactical"	"d_i.'d_aa_k.t_i_k.uh_l%j"
_D:	"didactically"	"d_i.'d_aa_k.t_i_k.uh_l_i%d"
_D:	"didactician"	"d_i.'d_aa_k.t_i_sh.uh_n%j"
_D:	"didacticism"	"d_i.'d_aa_k.t_i.s_i_z.uh_m%a"
_D:	"didacticity"	"d_i.'d_aa_k.t_i.s_i_t_i%j"
_D:	"didactive"	"d_i.'d_aa_k.t_i_v%j"
_D:	"diddle"	"'d_i_d.u_l%b"
_D:	"didnt"	"'d_i_d.n_t%b"
_D:	"dido"	"'d_ah_i.d_uh_uu%a"
_D:	"didrachma"	"d_ah_i.'d_r_aa_k.m_uh%j"
_D:	"didst"	"'d_i_d_s_t%b"
_D:	"didy"	"'d_ah_i.d_i%a"
_D:	"didymium"	"d_ah_i.'d_i_m.i.uh_m%a"
_D:	"didymous"	"'d_i_d.i.m_uh_s%c"
_D:	"didynamous"	"d_ah_i.'d_i_n.uh.m_uh_s%c"
_D:	"die"	"'d_ah_i%ba"
_D:	"diebold"	"'d_ah_i.b_uh_u_ll_d%a"
_D:	"diecious"	"d_ah_i.'ee.sh_uh_s%c"
_D:	"dieciously"	"d_ah_i.'ee.sh_uh_s.l_i%d"
_D:	"died"	"'d_ah_i_d%b"
_D:	"diego"	"d_i.'e_i.g_uh_uu%a"
_D:	"diehard"	"'d_ah_i.'h_ar_r_d%ac"
_D:	"dieldrin"	"'d_ee_l.d_r_i_n%a"
_D:	"diem"	"'d_ee.e_m%a"
_D:	"diene"	"'d_ah_i.ee_n%a"
_D:	"dieresis"	"d_ah_i.'e_r.i.s_i_s%a"
_D:	"dies"	"'d_ah_i_z%abc"
_D:	"diesel"	"'d_ee.z_uh_l%c"
_D:	"diesinking"	"d_ah_i.s_i_ng.k_i_ng%cba"
_D:	"diesis"	"d_ah_i.'ee.s_i_s%a"
_D:	"diesnon"	"'d_i.e_i_z.'n_o_n%j"
_D:	"diet"	"'d_ah_i.uh_t%ab"
_D:	"dietetically"	"d_ah_i.uh.'t_e_t.i.k_uh.l_i%d"
_D:	"dietician"	"d_ah_i.uh.'t_i_sh.uh_n%a"
_D:	"dietrich"	"'d_ee.t_r_i_k%a"
_D:	"diety"	"'d_ah_i.uh.t_i%c"
_D:	"dietz"	"'d_ee_t_s%a"
_D:	"diffeomorphic"	"d_i_f.i.uh_uu.'m_aw_r.f_i_k%c"
_D:	"diffeomorphism"	"d_i_f.i.uh_uu.'m_aw_r.f_i_z_m%a"
_D:	"differ"	"'d_i_f.uh_r%b"
_D:	"difference"	"'d_i.f_r_uh_n_s%ab"
_D:	"differences"	"'d_i_f.uh.r_uh_n.s_i_z%ab"
_D:	"different"	"'d_i.f_r.uh_n_t%c"
_D:	"differently"	"'d_i_f.r_uh_n_t.l_i%d"
_D:	"difficult"	"'d_i.f_i.k_uh_ll_t%c"
_D:	"diffidence"	"'d_i_f.i.d_uh_n_s%a"
_D:	"diffident"	"'d_i_f.i.d_uh_n_t%c"
_D:	"diffidently"	"'d_i_f.i.d_uh_n_t.l_i%d"
_D:	"diffidentness"	"'d_i_f.i.d_uh_n_t.n_e_s%a"
_D:	"diffluence"	"'d_i_f.l_uu.uh_n_s%a"
_D:	"diffluent"	"'d_i_f.l_uu.uh_n_t%c"
_D:	"diffract"	"d_i.'f_r_aa_k_t%b"
_D:	"diffraction"	"d_i.'f_r_aa_k.sh_uh_n%a"
_D:	"diffractive"	"d_i.'f_r_aa_k.t_i_v%c"
_D:	"diffractively"	"d_i.'f_r_aa_k.t_i_v.l_i%d"
_D:	"diffractiveness"	"d_i.'f_r_aa_k.t_i_v.n_e_s%a"
_D:	"diffractometer"	"d_i.f_r_aa_k.'t_o_m.i.t_uh_r%a"
_D:	"diffusate"	"d_i.'f_y_uu.z_e_i_t%a"
_D:	"diffuse"	"d_i.'f_y_uu_s%bc"
_D:	"diffuse/aj"	"d_i.'f_y_uu_s%j"
_D:	"diffusely"	"d_i.'f_y_uu_s.l_i%d"
_D:	"diffuser"	"d_i.'f_y_uu.z_uh_r%a"
_D:	"diffuse/v"	"d_i.'f_y_uu_z%j"
_D:	"diffusible"	"d_i.'f_y_uu.z_uh.b_uh_l%c"
_D:	"diffusibleness"	"d_i.'f_y_uu.z_uh.b_uh_l.n_e_s%a"
_D:	"diffusion"	"d_i.'f_y_uu.zh_uh_n%a"
_D:	"diffusive"	"d_i.'f_y_uu.s_i_v%c"
_D:	"diffusively"	"d_i.'f_y_uu.s_i_v.l_i%d"
_D:	"diffusiveness"	"d_i.'f_y_uu.s_i_v.n_e_s%a"
_D:	"difluence"	"'d_i_f.l_uu.uh_n_s%a"
_D:	"difluoride"	"d_ah_i.'f_l_u_r.ah_i_d%a"
_D:	"dig"	"'d_i_g%ba"
_D:	"digamma"	"d_ah_i.'g_aa_m.uh%a"
_D:	"digammated"	"d_ah_i.'g_aa_m.e_i.t_i_d%c"
_D:	"digamy"	"'d_i_g.uh.m_i%a"
_D:	"digastric"	"d_ah_i.'g_aa_s.t_r_i_k%ca"
_D:	"digby"	"'d_i_g.b_i%ca"
_D:	"digenesis"	"d_ah_i.'j_e_n.i.s_i_s%j"
_D:	"digest"	"'d_ah_i.j_e_s_t%ba"
_D:	"digestant"	"d_ah_i.'j_e_s.t_uh_n_t%a"
_D:	"digester"	"d_ah_i.'j_e_s.t_uh_r%a"
_D:	"digestible"	"d_ah_i.'j_e_s.t_uh.b_uh_l%c"
_D:	"digestibleness"	"d_ah_i.'j_e_s.t_uh.b_uh_l.n_e_s%a"
_D:	"digestif"	"d_ee.zh_e.'s_t_ee_f%a"
_D:	"digestion"	"d_ah_i.'j_e_s.ch_uh_n%a"
_D:	"digestive"	"d_ah_i.'j_e_s.t_i_v%ca"
_D:	"digestively"	"d_ah_i.'j_e_s.t_i_v.l_i%d"
_D:	"digest/n"	"'d_ah_i.j_e_s_t%j"
_D:	"digestor"	"d_ah_i.'j_e_s.t_uh_r%a"
_D:	"digged"	"'d_i_g_d%b"
_D:	"digger"	"'d_i_g.uh_r%a"
_D:	"diggings"	"'d_i_g.i_ng_z%a"
_D:	"dight"	"'d_ah_i_t%b"
_D:	"digit"	"'d_i_j.i_t%a"
_D:	"digital"	"'d_i_j.i.t_uh_l%ca"
_D:	"digitally"	"'d_i_j.i.t_uh.l_i%d"
_D:	"diglot"	"'d_ah_i.g_l_o_t%ca"
_D:	"diglyph"	"'d_ah_i.g_l_i_f%a"
_D:	"dignitary"	"'d_i_g.n_i.t_uh_r.i%a"
_D:	"dignity"	"'d_i_g.n_i.t_i%a"
_D:	"digram"	"'d_ah_i.g_r_aa_m%a"
_D:	"digraph"	"'d_ah_i.g_r_aa_f%a"
_D:	"digraphic"	"d_ah_i.'g_r_aa_f.i_k%c"
_D:	"digraphically"	"d_ah_i.'g_r_aa_f.i.k_uh.l_i%c"
_D:	"digress"	"d_ah_i.'g_r_e_s%b"
_D:	"digression"	"d_ah_i.'g_r_e_sh.uh_n%a"
_D:	"digressive"	"d_ah_i.'g_r_e_s.i_v%c"
_D:	"digressively"	"d_ah_i.'g_r_e_s.i_v.l_i%d"
_D:	"dihedral"	"d_ah_i.'h_ee.d_r_uh_l%ca"
_D:	"dihedron"	"d_ah_i.'h_ee.d_r_uh_n%a"
_D:	"diholmucas"	"'k_o_p.i.r_ah_i_t.i_z.'t_r_i_l.i.uh_m_z%a"
_D:	"dihybrid"	"d_ah_i.'h_ah_i.b_r_i_d%ac"
_D:	"dihydrate"	"d_ah_i.'h_ah_i.d_r_e_i_t%a"
_D:	"dihydric"	"d_ah_i.'h_ah_i.d_r_i_k%c"
_D:	"diisobutylphthalate"	"d_ah_i.'ah_i.s_uh_uu.'b_y_uu_t.uh_l.'th_ar_l.e_i_t%j"
_D:	"dike"	"'d_ah_i_k%ab"
_D:	"diketone"	"d_ah_i.'k_ee.t_uh_uu_n%a"
_D:	"dilatant"	"d_ah_i.'l_e_i_t.uh_n_t%c"
_D:	"dilatate"	"d_ah_i.'l_e_i.t_e_i_t%c"
_D:	"dilate"	"d_ah_i.'l_e_i_t%b"
_D:	"dilater"	"d_ah_i.'l_e_i.t_uh_r%a"
_D:	"dilation"	"d_ah_i.'l_e_i.sh_uh_n%a"
_D:	"dilative"	"d_ah_i.'l_e_i.t_i_v%c"
_D:	"dilator"	"d_ah_i.'l_e_i.t_uh_r%a"
_D:	"dilatorily"	"d_i.l_uh.'t_aw_r.i.l_i%d"
_D:	"dilatory"	"'d_i_l.uh.t_r.i%c"
_D:	"dildo"	"'d_i_l.d_uh_uu%a"
_D:	"dilemma"	"d_ah_i.'l_e_m.uh%a"
_D:	"diligence"	"'d_i_l.i.j_uh_n_s%a"
_D:	"diligent"	"'d_i_l.i.j_uh_n_t%c"
_D:	"diligently"	"'d_i_l.i.j_uh_n_t.l_i%d"
_D:	"diligentness"	"'d_i_l.i.j_uh_n_t.n_e_s%a"
_D:	"dill"	"'d_i_l%bac"
_D:	"dillon"	"'d_i_l.uh_n%a"
_D:	"dilly"	"'d_i_l.i%a"
_D:	"dillybag"	"'d_i_l.i.b_aa_g%j"
_D:	"dilogarithm"	"d_ah_i.'l_o_g.uh.r_i_dh_m%a"
_D:	"diluent"	"'d_ah_i.l_uu.uh_n_t%ca"
_D:	"dilute"	"d_ah_i.'l_y_u_t%bc"
_D:	"dilutely"	"d_ah_i.'l_y_u_t.l_i%d"
_D:	"diluteness"	"d_ah_i.'l_y_u_t.n_e_s%a"
_D:	"dilution"	"d_ah_i.'l_y_u.sh_uh_n%a"
_D:	"diluvial"	"d_ah_i.'l_uu.v_i.uh_l%c"
_D:	"diluvium"	"d_ah_i.'l_uu.v_i.uh_m%a"
_D:	"dim"	"'d_i_m%cb"
_D:	"dimaggio"	"d_i.'m_aa_zh.i.uh_uu%a"
_D:	"dime"	"'d_ah_i_m%a"
_D:	"dimension"	"d_ah_i.'m_e_n.sh_uh_n%a"
_D:	"dimensionally"	"d_ah_i.'m_e_n.sh_uh_n.uh.l_i%d"
_D:	"dimer"	"'d_ah_i.m_uh_r%a"
_D:	"dimeric"	"d_ah_i.'m_e.r_i_k%c"
_D:	"dimerous"	"'d_i_m.uh_r.uh_s%c"
_D:	"dimeter"	"'d_i_m.i.t_uh_r%a"
_D:	"dimethyl"	"d_ah_i.'m_e_th.uh_l%a"
_D:	"dimethylbenzene"	"d_ah_i.'m_e_th.uh_l.'b_e_n.z_ee_n%a"
_D:	"dimethylsulfate"	"d_ah_i.'m_e_th.uh_l.'s_a_l.f_e_i_t%j"
_D:	"dimetric"	"d_ah_i.'m_e.t_r_i_k%c"
_D:	"diminish"	"d_i.'m_i_n.i_sh%b"
_D:	"diminished"	"d_i.'m_i_n.i_sh_t%c"
_D:	"diminutive"	"d_i.'m_i_n.y_uh.t_i_v%ca"
_D:	"diminutively"	"d_i.'m_i_n.y_uh.t_i_v.l_i%d"
_D:	"diminutiveness"	"d_i.'m_i_n.y_uh.t_i_v.n_e_s%a"
_D:	"dimissory"	"'d_i.'m_i.s_uh.r_i%c"
_D:	"dimitri"	"d_i.'m_ee.t_r_i%ca"
_D:	"dimity"	"'d_i_m.i.t_i%a"
_D:	"dimly"	"'d_i_m.l_i%d"
_D:	"dimmer"	"'d_i_m.uh_r%ca"
_D:	"dimorph"	"'d_ah_i.m_aw_r_f%a"
_D:	"dimorphic"	"d_ah_i.'m_aw_r.f_i_k%c"
_D:	"dimorphism"	"d_ah_i.'m_aw_r.f_i_z.uh_m%a"
_D:	"dimorphite"	"d_ah_i.'m_aw_r.f_ah_i_t%a"
_D:	"dimorphous"	"d_ah_i.'m_aw_r.f_uh_s%c"
_D:	"dimple"	"'d_i_m.p_ll%ab"
_D:	"dimply"	"'d_i_m.p_l_i%c"
_D:	"dimwittedly"	"d_i_m.'w_i_t.i_d.l_i%d"
_D:	"din"	"'d_i_n%ab"
_D:	"dina"	"'d_ah_i_n.uh%ca"
_D:	"dinah"	"'d_ah_i.n_uh%a"
_D:	"dinanderie"	"d_i.'n_aa_n.d_uh.r_i%a"
_D:	"dinar"	"d_ee.'n_ar_r%a"
_D:	"dinarchy"	"'d_i_n.ar_r.k_i%a"
_D:	"dindle"	"'d_i_n.d_ll%ba"
_D:	"dine"	"'d_ah_i_n%ba"
_D:	"diner"	"'d_ah_i.n_uh_r%a"
_D:	"dineric"	"d_ah_i.'n_e_r.i_k%c"
_D:	"dinette"	"d_ah_i.'n_e_t%a"
_D:	"ding"	"'d_i_ng%ba"
_D:	"dingey"	"'d_i_ng.g_i%a"
_D:	"dinghy"	"'d_i_ng.g_i%a"
_D:	"dingier"	"'d_i_n.j_ee.uh_r%c"
_D:	"dingiest"	"'d_i_n.j_ee.i_s_t%c"
_D:	"dingily"	"'d_i_n.j_i.l_i%d"
_D:	"dingle"	"'d_i_ng.g_uh_l%a"
_D:	"dingo"	"'d_i_ng.g_uh_uu%a"
_D:	"dingus"	"'d_i_ng.uh_s%a"
_D:	"dingy"	"'d_i_n.j_i%ca"
_D:	"dining"	"'d_ah_i.n_i_ng%b"
_D:	"dink"	"'d_i_ng_k%acb"
_D:	"dinkey"	"'d_i_ng.k_i%a"
_D:	"dinkier"	"'d_i_ng_k.ee.uh_r%c"
_D:	"dinkiest"	"'d_i_ng_k.ee.i_s_t%c"
_D:	"dinkly"	"'d_i_ng_k.l_i%d"
_D:	"dinky"	"'d_i_ng.k_i%ca"
_D:	"dinmont"	"'d_i_n.m_o_n_t%a"
_D:	"dinner"	"'d_i.n_uh_r%a"
_D:	"dinnertime"	"'d_i_n.uh_r.t_ah_i_m%a"
_D:	"dinsmore"	"'d_i_n_z.m_aw_r%j"
_D:	"dint"	"'d_i_n_t%ab"
_D:	"diocesan"	"d_ah_i.'o.s_i.z_uh_n%ac"
_D:	"diode"	"'d_ah_i.uh_uu_d%a"
_D:	"dioecious"	"d_ah_i.'ee.sh_uh_s%c"
_D:	"dioeciously"	"d_ah_i.'ee.sh_uh_s.l_i%d"
_D:	"dioeciousness"	"d_ah_i.'ee.sh_uh_s.n_e_s%a"
_D:	"dioestrum"	"d_ah_i.'e_s.t_r_uh_m%a"
_D:	"dioicous"	"d_ah_i.'o_i.k_uh_s%c"
_D:	"dioicously"	"d_ah_i.'o_i_k_uh_s.l_i%d"
_D:	"dioicousness"	"d_ah_i.'o_i.k_uh_s.n_e_s%a"
_D:	"dion"	"d_i.'o_n%ca"
_D:	"dione"	"d_i.'uh_uu_n%ca"
_D:	"dionysian"	"d_ah_i.uh.'n_i_s.i.uh_n%c"
_D:	"dionysus"	"d_ah_i.uh.'n_i_s.uh_s%a"
_D:	"diophantine"	"d_ah_i.uh.'f_aa_n.t_ah_i_n%c"
_D:	"diopside"	"d_ah_i.'o_p.s_ah_i_d%a"
_D:	"diopsidic"	"d_ah_i.o_p.'s_i_d.i_k%c"
_D:	"dioptase"	"d_ah_i.'o_p.t_e_i_z%a"
_D:	"diopter"	"d_ah_i.'o_p.t_uh_r%a"
_D:	"dioptric"	"d_ah_i.'o_p.t_r_i_k%c"
_D:	"dioptrics"	"d_ah_i.'o_p.t_r_i_k_s%a"
_D:	"dioramic"	"d_ah_i.uh.'r_aa_m.i_k%c"
_D:	"diosmose"	"d_ah_i.'o_z.m_uh_uu_z%b"
_D:	"diotic"	"d_ah_i.'o.t_i_k%c"
_D:	"dioxan"	"d_ah_i.'o_k.s_aa_n%j"
_D:	"dioxane"	"d_ah_i.'o_k.s_e_i_n%a"
_D:	"dioxide"	"d_ah_i.'o_k.s_ah_i_d%a"
_D:	"dip"	"'d_i_p%ba"
_D:	"dipeptide"	"d_ah_i.'p_e_p.t_ah_i_d%a"
_D:	"dipetalous"	"d_ah_i.'p_e_t.uh_l_uh_s%c"
_D:	"diphasic"	"d_ah_i.'f_e_i.z_i_k%j"
_D:	"diphenyl"	"d_ah_i.'f_ee_n.uh_l%a"
_D:	"diphonia"	"d_ah_i.'f_uh_uu.n_i.uh%a"
_D:	"diphosgene"	"d_ah_i.'f_o_z.j_ee_n%a"
_D:	"diphosphate"	"d_ah_i.'f_o_s.f_e_i_t%a"
_D:	"diphtheria"	"d_i_p.'th_ee_r.i.uh%a"
_D:	"diphtheric"	"d_i_p.'th_e_r.i_k%j"
_D:	"diphthong"	"'d_i_f.th_o_ng%a"
_D:	"diphthongal"	"d_i_f.'th_o_ng.uh_l%c"
_D:	"diphthongia"	"d_i_f.'th_o_ng.i.uh%a"
_D:	"diphyletic"	"d_ah_i.f_i.'l_e_t.i_k%c"
_D:	"diphyllous"	"d_ah_i.'f_i_l.uh_s%c"
_D:	"diplegia"	"d_ah_i.'p_l_ee.j_i_uh%a"
_D:	"diplex"	"'d_ah_i.p_l_e_k_s%c"
_D:	"diplodocus"	"d_i.'p_l_o_d.uh.k_uh_s%a"
_D:	"diploic"	"d_i.'p_l_uh_uu.i_k%c"
_D:	"diploid"	"'d_i_p.l_o_i_d%ca"
_D:	"diploidy"	"'d_i.p_l_o_i.d_i%a"
_D:	"diploma"	"d_i.'p_l_uh_uu.m_uh%ab"
_D:	"diplomacy"	"d_i.'p_l_uh_uu.m_uh.s_i%a"
_D:	"diplomatically"	"d_i.p_l_uh.'m_aa_t.i.k_uh.l_i%d"
_D:	"diplomatist"	"d_i.'p_l_uh_uu.m_uh.t_i_s_t%a"
_D:	"diplontic"	"d_i.'p_l_a_n.t_i_k%c"
_D:	"diplopia"	"d_i.'p_l_uh_uu.p_ee.uh%a"
_D:	"diplopic"	"d_i.'p_l_o_p.i_k%c"
_D:	"diplosis"	"d_i.'p_l_uh_uu.s_i_s%a"
_D:	"dipnoan"	"'d_i_p.n_uh_uu.uh_n%ca"
_D:	"dipodic"	"d_ah_i.'p_o_d.i_k%c"
_D:	"dipody"	"'d_i_p.uh.d_i%a"
_D:	"dipper"	"'d_i_p.uh_r%a"
_D:	"dippier"	"'d_i_p.ee.uh_r%c"
_D:	"dippiest"	"'d_i_p.ee.i_s_t%c"
_D:	"dippy"	"'d_i_p.i%c"
_D:	"diprotic"	"d_ah_i.'p_r_o_t.i_k%c"
_D:	"dipso"	"'d_i_p.s_uh_uu%a"
_D:	"dipsy"	"'d_i_p.s_i%j"
_D:	"dipt"	"'d_i_p_t%b"
_D:	"dipteral"	"'d_i_p.t_uh_r.uh_l%c"
_D:	"dipteran"	"'d_i_p.t_uh_r.uh_n%ca"
_D:	"dipteros"	"'d_i_p.t_uh.r_o_s%a"
_D:	"dipterous"	"'d_i_p.t_uh_r.uh_s%c"
_D:	"diptote"	"'d_i_p.t_uh_uu_t%a"
_D:	"diptych"	"'d_i_p.t_i_k%a"
_D:	"dipylon"	"'d_i_p.i.l_uh_n%a"
_D:	"dipyramid"	"d_ah_i.'p_i_r.uh.m_i_d%a"
_D:	"dirac"	"'d_ee_r.aa_k%a"
_D:	"dirdum"	"'d_i_r.d_uh_m%j"
_D:	"dire"	"'d_ah_i_uh_r%c"
_D:	"direct"	"d_uh.'r_e_k_t%bcd"
_D:	"directed"	"d_ah_i.'r_e_k.t_i_d%c"
_D:	"direction"	"d_uh.'r_e_k.sh_uh_n%a"
_D:	"directional"	"d_ah_i.'r_e_k.sh_uh.n_uh_l%c"
_D:	"directive"	"d_ah_i.'r_e_k.t_i_v%ca"
_D:	"directively"	"d_ah_i.'r_e_k.t_i_v.l_i%d"
_D:	"directiveness"	"d_ah_i.'r_e_k.t_i_v.n_e_s%a"
_D:	"directly"	"d_ah_i.'r_e_k_t.l_i%dh"
